Date,Price,Open,High,Low,Vol.,Change %
2014-11-03,1853.34,1856.82,1858.09,1848.25,97.50M,-0.10%
2014-10-31,1855.15,1844.59,1855.15,1842.17,126.98M,0.67%
2014-10-30,1842.78,1839.31,1843.89,1838.04,129.45M,0.18%
2014-10-29,1839.55,1826.55,1839.55,1825.73,146.92M,0.76%
2014-10-28,1825.68,1823.13,1825.85,1819.37,121.01M,0.14%
2014-10-27,1823.15,1821.82,1824.37,1815.35,108.94M,0.24%
2014-10-24,1818.86,1814.32,1819.23,1810.02,107.26M,0.45%
2014-10-23,1810.68,1801.16,1813.13,1800.44,155.61M,0.81%
2014-10-21,1796.22,1803.82,1804.83,1794.66,88.87M,-0.38%
2014-10-20,1803.14,1790.07,1804.04,1790.07,144.17M,0.83%
2014-10-17,1788.31,1766.22,1795.29,1766.22,191.01M,1.16%
2014-10-16,1767.77,1784.84,1784.84,1767.77,181.47M,-1.07%
2014-10-15,1786.84,1796.21,1801.12,1786.78,146.24M,-0.53%
2014-10-14,1796.38,1791.89,1801.81,1790.99,146.18M,-0.05%
2014-10-13,1797.20,1808.21,1808.95,1797.20,103.74M,-0.65%
2014-10-10,1808.88,1822.91,1822.92,1808.09,133.70M,-1.14%
2014-10-09,1829.73,1825.18,1830.80,1824.95,117.98M,0.30%
2014-10-08,1824.32,1830.67,1831.79,1824.32,144.48M,-0.50%
2014-10-07,1833.54,1846.57,1849.47,1833.54,124.83M,-0.40%
2014-10-03,1840.82,1838.06,1844.06,1838.03,74.84M,0.17%
2014-10-02,1837.68,1845.17,1845.86,1837.55,113.99M,-0.41%
2014-10-01,1845.32,1847.00,1847.70,1842.60,93.59M,-0.05%
2014-09-30,1846.31,1844.56,1854.21,1842.35,162.66M,0.00%
2014-09-29,1846.34,1841.05,1846.75,1839.20,88.80M,0.32%
2014-09-27,1840.50,1840.50,1840.50,1840.50,-,0.00%
2014-09-26,1840.50,1840.01,1840.50,1829.24,102.14M,-0.14%
2014-09-25,1843.11,1835.64,1843.11,1835.64,91.51M,0.16%
2014-09-24,1840.08,1840.72,1844.77,1838.67,129.37M,-0.01%
2014-09-23,1840.19,1839.10,1842.15,1832.54,124.62M,-0.32%
2014-09-22,1846.05,1851.65,1851.91,1843.85,84.65M,-0.19%
2014-09-19,1849.49,1845.09,1853.68,1843.35,125.46M,0.23%
2014-09-18,1845.32,1844.86,1845.32,1836.90,93.76M,0.08%
2014-09-17,1843.78,1841.33,1845.74,1841.05,158.41M,-0.19%
2014-09-15,1847.30,1853.14,1856.16,1836.50,111.18M,-0.45%
2014-09-13,1855.64,1855.64,1855.64,1855.64,-,0.00%
2014-09-12,1855.64,1865.50,1868.05,1855.64,126.42M,-0.56%
2014-09-11,1866.11,1873.66,1874.67,1866.11,114.89M,-0.25%
2014-09-10,1870.85,1870.54,1873.79,1868.36,102.93M,-0.17%
2014-09-09,1874.12,1868.84,1876.21,1867.98,114.30M,0.16%
2014-09-08,1871.09,1866.26,1871.09,1865.53,100.80M,0.14%
2014-09-05,1868.46,1867.91,1869.84,1866.28,128.53M,-0.04%
2014-09-04,1869.21,1866.66,1869.21,1860.00,128.48M,0.23%
2014-09-03,1864.87,1872.26,1872.45,1853.48,118.55M,-0.15%
2014-09-02,1867.69,1865.46,1868.82,1860.67,116.17M,0.08%
2014-08-31,1866.11,1866.11,1866.11,1866.11,-,0.00%
2014-08-29,1866.11,1879.53,1879.53,1866.11,206.34M,-0.51%
2014-08-28,1875.68,1869.27,1875.68,1868.48,99.77M,0.18%
2014-08-27,1872.38,1862.02,1878.71,1861.73,145.82M,0.57%
2014-08-26,1861.82,1863.11,1866.57,1859.75,100.95M,-0.03%
2014-08-25,1862.31,1872.92,1873.66,1859.58,101.90M,-0.46%
2014-08-22,1870.99,1876.22,1878.87,1869.27,128.95M,-0.20%
2014-08-21,1874.81,1878.89,1879.62,1871.36,135.06M,-0.22%
2014-08-20,1878.89,1874.35,1878.89,1872.59,116.06M,0.36%
2014-08-19,1872.16,1862.97,1872.16,1862.49,105.76M,0.56%
2014-08-18,1861.75,1861.20,1864.20,1859.46,93.51M,-0.14%
2014-08-15,1864.31,1862.30,1864.62,1860.22,79.48M,0.15%
2014-08-14,1861.58,1854.87,1863.37,1854.87,109.85M,0.19%
2014-08-13,1858.04,1853.25,1858.04,1849.84,124.29M,0.41%
2014-08-12,1850.39,1847.98,1850.53,1846.88,88.15M,0.06%
2014-08-11,1849.32,1841.79,1849.32,1840.64,82.81M,0.51%
2014-08-10,1839.87,1839.87,1839.87,1839.87,-,0.00%
2014-08-08,1839.87,1864.68,1864.68,1837.28,114.12M,-1.47%
2014-08-07,1867.32,1870.04,1871.26,1864.72,97.14M,-0.14%
2014-08-06,1869.92,1874.10,1875.00,1869.47,97.41M,-0.36%
2014-08-05,1876.69,1872.55,1876.69,1872.14,88.39M,0.05%
2014-08-04,1875.80,1864.19,1875.80,1864.19,103.18M,0.67%
2014-08-02,1863.34,1863.34,1863.34,1863.34,-,0.00%
2014-08-01,1863.34,1866.11,1868.01,1861.60,94.68M,-0.43%
2014-07-31,1871.36,1881.68,1882.07,1866.47,141.42M,-0.37%
2014-07-30,1878.34,1884.08,1886.39,1877.51,135.46M,0.05%
2014-07-27,1877.34,1877.34,1877.34,1877.34,-,0.00%
2014-07-25,1877.34,1878.55,1879.59,1868.14,71.81M,0.02%
2014-07-24,1877.05,1873.66,1877.05,1867.78,94.33M,0.28%
2014-07-23,1871.83,1870.41,1873.70,1869.39,75.03M,0.03%
2014-07-22,1871.36,1873.62,1874.00,1868.03,91.61M,0.15%
2014-07-21,1868.64,1874.34,1876.83,1867.34,98.95M,-0.23%
2014-07-20,1872.97,1872.97,1872.97,1872.97,-,0.00%
2014-07-18,1872.97,1874.61,1877.34,1871.40,103.25M,-0.54%
2014-07-17,1883.14,1888.15,1888.15,1879.40,104.40M,-0.19%
2014-07-16,1886.71,1891.59,1895.02,1882.52,144.45M,0.10%
2014-07-14,1884.87,1883.77,1886.87,1882.22,89.68M,0.09%
2014-07-12,1883.15,1883.15,1883.15,1883.15,-,0.00%
2014-07-11,1883.15,1894.47,1894.86,1883.15,140.21M,-0.50%
2014-07-10,1892.62,1889.97,1893.19,1889.53,93.09M,0.08%
2014-07-09,1891.16,1888.43,1892.17,1887.96,95.83M,-0.08%
2014-07-08,1892.65,1893.89,1896.23,1891.66,132.33M,0.01%
2014-07-07,1892.50,1885.40,1894.72,1885.29,117.08M,0.40%
2014-07-04,1884.91,1889.29,1891.43,1884.91,86.54M,-0.20%
2014-07-03,1888.69,1885.46,1891.10,1884.77,120.77M,0.10%
2014-07-02,1886.84,1879.01,1886.84,1877.84,116.81M,0.41%
2014-07-01,1879.12,1879.24,1880.29,1876.60,76.76M,-0.19%
2014-06-30,1882.71,1879.83,1882.71,1877.52,131.16M,0.09%
2014-06-27,1880.93,1889.34,1889.34,1880.25,94.47M,-0.48%
2014-06-26,1889.97,1888.74,1889.97,1882.25,105.81M,0.02%
2014-06-25,1889.55,1889.53,1891.64,1887.68,109.23M,-0.15%
2014-06-24,1892.33,1884.30,1892.33,1882.14,133.96M,0.44%
2014-06-23,1883.96,1884.74,1885.33,1881.82,109.66M,-0.09%
2014-06-20,1885.72,1885.36,1887.54,1878.68,151.88M,0.23%
2014-06-19,1881.48,1875.40,1881.48,1872.64,108.20M,0.26%
2014-06-18,1876.58,1874.41,1876.59,1872.09,116.97M,0.11%
2014-06-17,1874.60,1874.10,1876.22,1870.10,118.12M,0.16%
2014-06-16,1871.58,1875.52,1875.90,1871.28,80.24M,-0.27%
2014-06-13,1876.74,1871.07,1876.74,1870.09,79.62M,0.15%
2014-06-12,1873.87,1877.67,1877.67,1872.27,91.12M,-0.24%
2014-06-11,1878.38,1879.47,1879.91,1873.59,127.83M,0.09%
2014-06-10,1876.61,1864.11,1876.61,1863.94,153.86M,0.69%
2014-06-09,1863.69,1868.59,1868.77,1860.24,87.66M,0.05%
2014-06-06,1862.70,1870.61,1870.61,1860.20,81.73M,-0.34%
2014-06-05,1869.00,1869.98,1870.60,1863.11,172.56M,0.20%
2014-06-04,1865.20,1868.63,1869.60,1862.84,88.66M,-0.39%
2014-06-03,1872.55,1866.37,1872.55,1866.37,169.89M,0.45%
2014-06-02,1864.25,1867.80,1876.17,1861.48,159.78M,-0.49%
2014-05-30,1873.38,1874.47,1880.84,1873.38,477.55M,-0.17%
2014-05-29,1876.62,1872.24,1878.67,1869.77,139.89M,0.27%
2014-05-28,1871.66,1865.23,1871.66,1864.98,148.73M,0.22%
2014-05-27,1867.57,1864.20,1869.79,1862.52,119.88M,0.26%
2014-05-26,1862.80,1868.23,1871.14,1862.27,133.37M,-0.34%
2014-05-25,1869.22,1869.22,1869.22,1869.22,-,0.00%
2014-05-23,1869.22,1878.39,1878.54,1866.34,121.74M,-0.31%
2014-05-22,1875.12,1878.09,1882.28,1871.50,151.40M,-0.10%
2014-05-21,1877.03,1881.83,1882.27,1874.14,139.33M,-0.22%
2014-05-20,1881.16,1886.14,1888.13,1877.63,125.20M,-0.31%
2014-05-19,1887.07,1884.88,1889.47,1884.31,149.91M,0.20%
2014-05-16,1883.34,1879.82,1883.34,1877.04,152.19M,0.19%
2014-05-15,1879.83,1878.01,1881.03,1876.39,157.78M,0.03%
2014-05-14,1879.20,1874.19,1879.64,1873.35,177.73M,0.70%
2014-05-13,1866.08,1866.08,1866.08,1866.08,-,0.00%
2014-05-12,1866.08,1863.13,1867.40,1863.08,87.33M,-0.03%
2014-05-09,1866.72,1859.70,1866.72,1859.01,119.27M,0.21%
2014-05-08,1862.84,1861.66,1863.94,1860.60,119.57M,0.13%
2014-05-07,1860.43,1861.37,1861.61,1853.31,110.71M,0.00%
2014-05-06,1860.43,1860.35,1864.23,1856.85,61.09M,-0.01%
2014-05-05,1860.54,1866.93,1869.38,1860.54,71.04M,-0.46%
2014-05-02,1869.08,1869.50,1871.69,1866.05,103.78M,-0.13%
2014-04-30,1871.52,1859.32,1871.52,1857.07,194.37M,0.66%
2014-04-29,1859.34,1852.27,1859.34,1852.27,131.45M,0.19%
2014-04-28,1855.74,1861.54,1862.97,1855.74,99.43M,-0.28%
2014-04-25,1860.98,1866.37,1868.29,1859.95,92.14M,-0.23%
2014-04-24,1865.28,1864.29,1866.32,1863.51,101.40M,-0.11%
2014-04-23,1867.35,1866.62,1870.89,1864.91,146.14M,0.05%
2014-04-22,1866.42,1862.90,1866.42,1861.90,139.18M,0.19%
2014-04-21,1862.93,1851.61,1864.94,1849.68,64.27M,0.55%
2014-04-18,1852.69,1848.70,1854.07,1847.38,50.63M,0.12%
2014-04-17,1850.54,1847.40,1852.13,1847.40,90.77M,0.28%
